,visual parameter label,visual parameter value,xticks,yticks,ax_00_0_imshow_row,ax_00_0_imshow_col,ax_00_0_imshow_value,preserved 0,ax_01_0_imshow_row,ax_01_0_imshow_col,ax_01_0_imshow_value,ax_02_0_imshow_row,ax_02_0_imshow_col,ax_02_0_imshow_value,ax_04_0_bar_x,ax_04_0_bar_y,ax_05_0_bar_x,ax_05_0_bar_y
1240,,,,,24,40,0.001585722,NONE_STR,24,40,0.0034481287,24,40,0.0018624067,,,,
1241,,,,,24,41,0.0016226768,NONE_STR,24,41,0.002476871,24,41,0.00085419416,,,,
1242,,,,,24,42,0.0012472272,NONE_STR,24,42,0.003972888,24,42,0.0027256608,,,,
1243,,,,,24,43,0.0012087822,NONE_STR,24,43,0.0029551983,24,43,0.0017464161,,,,
1244,,,,,24,44,0.001247704,NONE_STR,24,44,0.004147947,24,44,0.0029002428,,,,
1245,,,,,24,45,0.0010227561,NONE_STR,24,45,0.003970921,24,45,0.002948165,,,,
1246,,,,,24,46,0.0011398792,NONE_STR,24,46,0.0038900971,24,46,0.002750218,,,,
1247,,,,,24,47,0.0011821985,NONE_STR,24,47,0.0030662417,24,47,0.0018840432,,,,
1248,,,,,24,48,0.0012595654,NONE_STR,24,48,0.004725039,24,48,0.0034654737,,,,
1249,,,,,24,49,0.0012605786,NONE_STR,24,49,0.0031523108,24,49,0.0018917322,,,,
1250,,,,,25,0,0.0007442832,NONE_STR,25,0,0.00029861927,25,0,-0.00044566393,,,,
1251,,,,,25,1,0.00073081255,NONE_STR,25,1,0.0012954473,25,1,0.0005646348,,,,
1252,,,,,25,2,0.00079220533,NONE_STR,25,2,0.00037819147,25,2,-0.00041401386,,,,
1253,,,,,25,3,0.00080788136,NONE_STR,25,3,0.00042051077,25,3,-0.0003873706,,,,
1254,,,,,25,4,0.00088328123,NONE_STR,25,4,0.00034284592,25,4,-0.0005404353,,,,
1255,,,,,25,5,0.00091826916,NONE_STR,25,5,0.00064092875,25,5,-0.0002773404,,,,
1256,,,,,25,6,0.00092065334,NONE_STR,25,6,0.00065660477,25,6,-0.00026404858,,,,
1257,,,,,25,7,0.00084763765,NONE_STR,25,7,0.00037539005,25,7,-0.0004722476,,,,
1258,,,,,25,8,0.0008664727,NONE_STR,25,8,0.0004938245,25,8,-0.00037264824,,,,
1259,,,,,25,9,0.0009822845,NONE_STR,25,9,0.0007303357,25,9,-0.00025194883,,,,
1260,,,,,25,10,0.0009518266,NONE_STR,25,10,0.00081449747,25,10,-0.0001373291,,,,
1261,,,,,25,11,0.00091052055,NONE_STR,25,11,0.0003991723,25,11,-0.00051134825,,,,
1262,,,,,25,12,0.0008766055,NONE_STR,25,12,0.034460664,25,12,0.03358406,,,,
1263,,,,,25,13,0.0009433031,NONE_STR,25,13,0.0100925565,25,13,0.009149253,,,,
1264,,,,,25,14,0.000885725,NONE_STR,25,14,0.00044226646,25,14,-0.00044345856,,,,
1265,,,,,25,15,0.0010492206,NONE_STR,25,15,0.0011066198,25,15,5.7399273e-05,,,,
1266,,,,,25,16,0.0013734102,NONE_STR,25,16,0.00689131,25,16,0.0055179,,,,
1267,,,,,25,17,0.0012085438,NONE_STR,25,17,0.0008844137,25,17,-0.00032413006,,,,
1268,,,,,25,18,0.001034081,NONE_STR,25,18,0.0012142062,25,18,0.00018012524,,,,
1269,,,,,25,19,0.0015729666,NONE_STR,25,19,0.00078338385,25,19,-0.00078958273,,,,
1270,,,,,25,20,0.020066917,NONE_STR,25,20,0.000726223,25,20,-0.019340694,,,,
1271,,,,,25,21,0.012050986,NONE_STR,25,21,0.00046277046,25,21,-0.011588216,,,,
1272,,,,,25,22,0.0067690015,NONE_STR,25,22,0.00027614832,25,22,-0.006492853,,,,
1273,,,,,25,23,0.011721075,NONE_STR,25,23,0.0005581379,25,23,-0.011162937,,,,
1274,,,,,25,24,0.0149386525,NONE_STR,25,24,0.0063762665,25,24,-0.008562386,,,,
1275,,,,,25,25,0.007712066,NONE_STR,25,25,0.0009771585,25,25,-0.0067349076,,,,
1276,,,,,25,26,0.007244706,NONE_STR,25,26,0.0018199682,25,26,-0.005424738,,,,
1277,,,,,25,27,0.028583944,NONE_STR,25,27,0.00037896633,25,27,-0.028204978,,,,
1278,,,,,25,28,0.0065864325,NONE_STR,25,28,0.0005376339,25,28,-0.0060487986,,,,
1279,,,,,25,29,0.0016126037,NONE_STR,25,29,0.00884825,25,29,0.0072356462,,,,
1280,,,,,25,30,0.001883328,NONE_STR,25,30,0.0007971525,25,30,-0.0010861754,,,,
1281,,,,,25,31,0.0008506179,NONE_STR,25,31,0.0011521578,25,31,0.0003015399,,,,
1282,,,,,25,32,0.00084763765,NONE_STR,25,32,0.00037795305,25,32,-0.0004696846,,,,
1283,,,,,25,33,0.0008639693,NONE_STR,25,33,0.015797675,25,33,0.014933705,,,,
1284,,,,,25,34,0.0008613467,NONE_STR,25,34,0.007880151,25,34,0.0070188046,,,,
1285,,,,,25,35,0.0008390546,NONE_STR,25,35,0.0008702278,25,35,3.117323e-05,,,,
1286,,,,,25,36,0.0008493066,NONE_STR,25,36,0.0003889799,25,36,-0.00046032667,,,,
1287,,,,,25,37,0.0012303591,NONE_STR,25,37,0.032123625,25,37,0.030893266,,,,
1288,,,,,25,38,0.00083327293,NONE_STR,25,38,0.000516057,25,38,-0.00031721592,,,,
1289,,,,,25,39,0.0012984872,NONE_STR,25,39,0.00069743395,25,39,-0.00060105324,,,,
1290,,,,,25,40,0.001536727,NONE_STR,25,40,0.00048273802,25,40,-0.0010539889,,,,
1291,,,,,25,41,0.0015956163,NONE_STR,25,41,0.0011504292,25,41,-0.0004451871,,,,
1292,,,,,25,42,0.0012116432,NONE_STR,25,42,0.0007477999,25,42,-0.00046384335,,,,
1293,,,,,25,43,0.0011596084,NONE_STR,25,43,0.00035136938,25,43,-0.000808239,,,,
1294,,,,,25,44,0.001160264,NONE_STR,25,44,0.0017906427,25,44,0.0006303787,,,,
1295,,,,,25,45,0.0009408593,NONE_STR,25,45,0.0031241775,25,45,0.0021833181,,,,
1296,,,,,25,46,0.0010591149,NONE_STR,25,46,0.012648404,25,46,0.011589289,,,,
1297,,,,,25,47,0.001116693,NONE_STR,25,47,0.00042796135,25,47,-0.00068873167,,,,
1298,,,,,25,48,0.001192987,NONE_STR,25,48,0.0006659031,25,48,-0.0005270839,,,,
1299,,,,,25,49,0.0011907816,NONE_STR,25,49,0.00081825256,25,49,-0.00037252903,,,,
1300,,,,,26,0,0.00032550097,NONE_STR,26,0,0.00068324804,26,0,0.00035774708,,,,
1301,,,,,26,1,0.00026917458,NONE_STR,26,1,0.0013968945,26,1,0.0011277199,,,,
1302,,,,,26,2,0.00028425455,NONE_STR,26,2,0.00058978796,26,2,0.0003055334,,,,
1303,,,,,26,3,0.00030231476,NONE_STR,26,3,0.00063729286,26,3,0.0003349781,,,,
1304,,,,,26,4,0.00038057566,NONE_STR,26,4,0.0014840364,26,4,0.0011034608,,,,
1305,,,,,26,5,0.00042182207,NONE_STR,26,5,0.0018914342,26,5,0.0014696121,,,,
1306,,,,,26,6,0.0004400611,NONE_STR,26,6,0.0018368363,26,6,0.0013967752,,,,
1307,,,,,26,7,0.00039362907,NONE_STR,26,7,0.0011890531,26,7,0.000795424,,,,
1308,,,,,26,8,0.00041377544,NONE_STR,26,8,0.00068712234,26,8,0.0002733469,,,,
1309,,,,,26,9,0.0005275607,NONE_STR,26,9,0.00067037344,26,9,0.00014281273,,,,
1310,,,,,26,10,0.00048083067,NONE_STR,26,10,0.0014600158,26,10,0.0009791851,,,,
1311,,,,,26,11,0.0004402399,NONE_STR,26,11,0.00087958574,26,11,0.00043934584,,,,
1312,,,,,26,12,0.00041145086,NONE_STR,26,12,0.0012833476,26,12,0.00087189674,,,,
1313,,,,,26,13,0.0004929304,NONE_STR,26,13,0.0007921457,26,13,0.00029921532,,,,
1314,,,,,26,14,0.00042366982,NONE_STR,26,14,0.00065386295,26,14,0.00023019314,,,,
1315,,,,,26,15,0.0005558133,NONE_STR,26,15,0.002045989,26,15,0.0014901757,,,,
1316,,,,,26,16,0.0008608103,NONE_STR,26,16,0.00071823597,26,16,-0.00014257431,,,,
1317,,,,,26,17,0.0007325411,NONE_STR,26,17,0.0014851093,26,17,0.00075256824,,,,
1318,,,,,26,18,0.0006121993,NONE_STR,26,18,0.0025568604,26,18,0.0019446611,,,,
1319,,,,,26,19,0.0011339784,NONE_STR,26,19,0.0019419193,26,19,0.00080794096,,,,
1320,,,,,26,20,0.019644499,NONE_STR,26,20,0.0006110668,26,20,-0.019033432,,,,
1321,,,,,26,21,0.011698306,NONE_STR,26,21,0.00097465515,26,21,-0.01072365,,,,
1322,,,,,26,22,0.006392598,NONE_STR,26,22,0.00049722195,26,22,-0.005895376,,,,
1323,,,,,26,23,0.011369348,NONE_STR,26,23,0.0006892085,26,23,-0.010680139,,,,
1324,,,,,26,24,0.014564097,NONE_STR,26,24,0.0007337928,26,24,-0.013830304,,,,
1325,,,,,26,25,0.0072807074,NONE_STR,26,25,0.0004993677,26,25,-0.0067813396,,,,
1326,,,,,26,26,0.006779313,NONE_STR,26,26,0.0014118552,26,26,-0.005367458,,,,
1327,,,,,26,27,0.027920663,NONE_STR,26,27,0.001034081,26,27,-0.026886582,,,,
1328,,,,,26,28,0.006055951,NONE_STR,26,28,0.0020165443,26,28,-0.004039407,,,,
1329,,,,,26,29,0.0011200309,NONE_STR,26,29,0.00074470043,26,29,-0.00037533045,,,,
1330,,,,,26,30,0.0016310215,NONE_STR,26,30,0.0007198453,26,30,-0.0009111762,,,,
1331,,,,,26,31,0.0003889799,NONE_STR,26,31,0.0010725856,26,31,0.0006836057,,,,
1332,,,,,26,32,0.00036638975,NONE_STR,26,32,0.00052410364,26,32,0.00015771389,,,,
1333,,,,,26,33,0.0003785491,NONE_STR,26,33,0.00092822313,26,33,0.00054967403,,,,
1334,,,,,26,34,0.00036913157,NONE_STR,26,34,0.0007971525,26,34,0.00042802095,,,,
1335,,,,,26,35,0.00034809113,NONE_STR,26,35,0.0017466545,26,35,0.0013985634,,,,
1336,,,,,26,36,0.0003670454,NONE_STR,26,36,0.0004079938,26,36,4.094839e-05,,,,
1337,,,,,26,37,0.000792861,NONE_STR,26,37,0.001296699,26,37,0.00050383806,,,,
1338,,,,,26,38,0.0003502965,NONE_STR,26,38,0.0006546378,26,38,0.00030434132,,,,
1339,,,,,26,39,0.00074338913,NONE_STR,26,39,0.0019135475,26,39,0.0011701584,,,,
1340,,,,,26,40,0.00094109774,NONE_STR,26,40,0.00097352266,26,40,3.2424927e-05,,,,
1341,,,,,26,41,0.00093621016,NONE_STR,26,41,0.0004056096,26,41,-0.00053060055,,,,
1342,,,,,26,42,0.00063711405,NONE_STR,26,42,0.0006029606,26,42,-3.415346e-05,,,,
1343,,,,,26,43,0.00072324276,NONE_STR,26,43,0.00031501055,26,43,-0.0004082322,,,,
1344,,,,,26,44,0.00075906515,NONE_STR,26,44,0.0010242462,26,44,0.00026518106,,,,
1345,,,,,26,45,0.00061023235,NONE_STR,26,45,0.0014581084,26,45,0.0008478761,,,,
1346,,,,,26,46,0.0006443262,NONE_STR,26,46,0.000890255,26,46,0.00024592876,,,,
1347,,,,,26,47,0.0007019639,NONE_STR,26,47,0.00062423944,26,47,-7.772446e-05,,,,
1348,,,,,26,48,0.00078547,NONE_STR,26,48,0.001963377,26,48,0.001177907,,,,
1349,,,,,26,49,0.000677526,NONE_STR,26,49,0.00029563904,26,49,-0.00038188696,,,,
1350,,,,,27,0,0.0005620718,NONE_STR,27,0,0.0009678006,27,0,0.00040572882,,,,
1351,,,,,27,1,0.00050622225,NONE_STR,27,1,0.0019630194,27,1,0.0014567971,,,,
1352,,,,,27,2,0.0005193949,NONE_STR,27,2,0.0002926588,27,2,-0.00022673607,,,,
1353,,,,,27,3,0.0005315542,NONE_STR,27,3,0.00092333555,27,3,0.00039178133,,,,
1354,,,,,27,4,0.0006130338,NONE_STR,27,4,0.0015698671,27,4,0.00095683336,,,,
1355,,,,,27,5,0.00064241886,NONE_STR,27,5,0.0020252466,27,5,0.0013828278,,,,
1356,,,,,27,6,0.00066781044,NONE_STR,27,6,0.0016847253,27,6,0.0010169148,,,,
1357,,,,,27,7,0.00061792135,NONE_STR,27,7,0.0012572408,27,7,0.0006393194,,,,
1358,,,,,27,8,0.0006377697,NONE_STR,27,8,0.0007390976,27,8,0.000101327896,,,,
1359,,,,,27,9,0.00075674057,NONE_STR,27,9,0.0014382601,27,9,0.0006815195,,,,
1360,,,,,27,10,0.00074607134,NONE_STR,27,10,0.0018171668,27,10,0.0010710955,,,,
1361,,,,,27,11,0.00070410967,NONE_STR,27,11,0.0010809302,27,11,0.00037682056,,,,
1362,,,,,27,12,0.0006478429,NONE_STR,27,12,0.0012389421,27,12,0.00059109926,,,,
1363,,,,,27,13,0.00071662664,NONE_STR,27,13,0.0010926127,27,13,0.0003759861,,,,
1364,,,,,27,14,0.0006278753,NONE_STR,27,14,0.0009164214,27,14,0.00028854609,,,,
1365,,,,,27,15,0.0007417798,NONE_STR,27,15,0.002526164,27,15,0.0017843843,,,,
1366,,,,,27,16,0.0010390282,NONE_STR,27,16,0.0010440946,27,16,5.066395e-06,,,,
1367,,,,,27,17,0.0009326935,NONE_STR,27,17,0.0016239882,27,17,0.00069129467,,,,
1368,,,,,27,18,0.00086700916,NONE_STR,27,18,0.0029661655,27,18,0.0020991564,,,,
1369,,,,,27,19,0.0014093518,NONE_STR,27,19,0.0018988252,27,19,0.00048947334,,,,
1370,,,,,27,20,0.019761443,NONE_STR,27,20,0.0004980564,27,20,-0.019263387,,,,
1371,,,,,27,21,0.011953056,NONE_STR,27,21,0.0011609793,27,21,-0.010792077,,,,
1372,,,,,27,22,0.0066955686,NONE_STR,27,22,0.0007892251,27,22,-0.0059063435,,,,
1373,,,,,27,23,0.011692584,NONE_STR,27,23,0.000846982,27,23,-0.010845602,,,,
1374,,,,,27,24,0.0148509145,NONE_STR,27,24,0.0010635853,27,24,-0.013787329,,,,
1375,,,,,27,25,0.0075436234,NONE_STR,27,25,0.0005840659,27,25,-0.0069595575,,,,
1376,,,,,27,26,0.007014036,NONE_STR,27,26,0.0014915466,27,26,-0.0055224895,,,,
1377,,,,,27,27,0.02779597,NONE_STR,27,27,0.0011481643,27,27,-0.026647806,,,,
1378,,,,,27,28,0.0064849854,NONE_STR,27,28,0.0025547147,27,28,-0.0039302707,,,,
1379,,,,,27,29,0.002118528,NONE_STR,27,29,0.0010221004,27,29,-0.0010964274,,,,
1380,,,,,27,30,0.0022981763,NONE_STR,27,30,0.00092458725,27,30,-0.001373589,,,,
1381,,,,,27,31,0.00067555904,NONE_STR,27,31,0.0008804798,27,31,0.00020492077,,,,
1382,,,,,27,32,0.0006404519,NONE_STR,27,32,0.0006316304,27,32,-8.821487e-06,,,,
1383,,,,,27,33,0.0006866455,NONE_STR,27,33,0.001170814,27,33,0.00048416853,,,,
1384,,,,,27,34,0.0006838441,NONE_STR,27,34,0.0011305809,27,34,0.0004467368,,,,
1385,,,,,27,35,0.00064122677,NONE_STR,27,35,0.002388239,27,35,0.0017470121,,,,
1386,,,,,27,36,0.00067430735,NONE_STR,27,36,0.0002887845,27,36,-0.00038552284,,,,
1387,,,,,27,37,0.0013318658,NONE_STR,27,37,0.0013793707,27,37,4.7504902e-05,,,,
1388,,,,,27,38,0.0006569028,NONE_STR,27,38,0.0006095767,27,38,-4.7326088e-05,,,,
1389,,,,,27,39,0.0010504127,NONE_STR,27,39,0.0025929809,27,39,0.0015425682,,,,
1390,,,,,27,40,0.0012788773,NONE_STR,27,40,0.0010391474,27,40,-0.00023972988,,,,
1391,,,,,27,41,0.0012019277,NONE_STR,27,41,0.0008098483,27,41,-0.00039207935,,,,
1392,,,,,27,42,0.00085920095,NONE_STR,27,42,0.0010100007,27,42,0.00015079975,,,,
1393,,,,,27,43,0.0009073615,NONE_STR,27,43,0.00046664476,27,43,-0.00044071674,,,,
1394,,,,,27,44,0.0009634495,NONE_STR,27,44,0.0011827946,27,44,0.0002193451,,,,
1395,,,,,27,45,0.0009019971,NONE_STR,27,45,0.001547873,27,45,0.00064587593,,,,
1396,,,,,27,46,0.0010634065,NONE_STR,27,46,0.0011723042,27,46,0.000108897686,,,,
1397,,,,,27,47,0.0010908246,NONE_STR,27,47,0.0009123087,27,47,-0.00017851591,,,,
1398,,,,,27,48,0.001100719,NONE_STR,27,48,0.001840353,27,48,0.00073963404,,,,
1399,,,,,27,49,0.0009230375,NONE_STR,27,49,0.0010153055,27,49,9.226799e-05,,,,
1400,,,,,28,0,0.0007917285,NONE_STR,28,0,0.00010919571,28,0,-0.0006825328,,,,
1401,,,,,28,1,0.000870049,NONE_STR,28,1,0.0009583235,28,1,8.827448e-05,,,,
1402,,,,,28,2,0.0011510253,NONE_STR,28,2,3.1650066e-05,28,2,-0.0011193752,,,,
1403,,,,,28,3,0.0012452006,NONE_STR,28,3,0.00011020899,28,3,-0.0011349916,,,,
1404,,,,,28,4,0.0013087988,NONE_STR,28,4,9.649992e-05,28,4,-0.0012122989,,,,
1405,,,,,28,5,0.00091534853,NONE_STR,28,5,0.00041151047,28,5,-0.00050383806,,,,
1406,,,,,28,6,0.0005427003,NONE_STR,28,6,0.0004658699,28,6,-7.683039e-05,,,,
1407,,,,,28,7,0.00040960312,NONE_STR,28,7,0.00013542175,28,7,-0.00027418137,,,,
1408,,,,,28,8,0.0004581213,NONE_STR,28,8,0.00016826391,28,8,-0.0002898574,,,,
1409,,,,,28,9,0.00067967176,NONE_STR,28,9,0.0004836321,28,9,-0.00019603968,,,,
1410,,,,,28,10,0.00077569485,NONE_STR,28,10,0.00065380335,28,10,-0.0001218915,,,,
1411,,,,,28,11,0.0005378723,NONE_STR,28,11,0.00018262863,28,11,-0.00035524368,,,,
1412,,,,,28,12,0.0008598566,NONE_STR,28,12,0.034083545,28,12,0.03322369,,,,
1413,,,,,28,13,0.00081950426,NONE_STR,28,13,0.009700835,28,13,0.0088813305,,,,
1414,,,,,28,14,0.00085788965,NONE_STR,28,14,0.00010770559,28,14,-0.00075018406,,,,
1415,,,,,28,15,0.0012896061,NONE_STR,28,15,0.00087851286,28,15,-0.00041109324,,,,
1416,,,,,28,16,0.0018703341,NONE_STR,28,16,0.0065499544,28,16,0.0046796203,,,,
1417,,,,,28,17,0.0015887022,NONE_STR,28,17,0.0007790327,28,17,-0.0008096695,,,,
1418,,,,,28,18,0.0007740855,NONE_STR,28,18,0.0009225607,28,18,0.00014847517,,,,
1419,,,,,28,19,0.0015073419,NONE_STR,28,19,0.000567317,28,19,-0.00094002485,,,,
1420,,,,,28,20,0.019350588,NONE_STR,28,20,0.00049722195,28,20,-0.018853366,,,,
1421,,,,,28,21,0.011970222,NONE_STR,28,21,0.0002939105,28,21,-0.0116763115,,,,
1422,,,,,28,22,0.0068926215,NONE_STR,28,22,8.60095e-05,28,22,-0.006806612,,,,
1423,,,,,28,23,0.011694193,NONE_STR,28,23,0.00014734268,28,23,-0.01154685,,,,
1424,,,,,28,24,0.0147199035,NONE_STR,28,24,0.0059214234,28,24,-0.00879848,,,,
1425,,,,,28,25,0.0077365637,NONE_STR,28,25,0.0007764697,28,25,-0.006960094,,,,
1426,,,,,28,26,0.0072155595,NONE_STR,28,26,0.00046157837,28,26,-0.006753981,,,,
1427,,,,,28,27,0.02665925,NONE_STR,28,27,0.00014561415,28,27,-0.026513636,,,,
1428,,,,,28,28,0.0081730485,NONE_STR,28,28,0.00034493208,28,28,-0.007828116,,,,
1429,,,,,28,29,0.0071164966,NONE_STR,28,29,0.008307278,28,29,0.0011907816,,,,
1430,,,,,28,30,0.005730033,NONE_STR,28,30,0.00029194355,28,30,-0.0054380894,,,,
1431,,,,,28,31,0.0014820695,NONE_STR,28,31,0.0005027056,28,31,-0.0009793639,,,,
1432,,,,,28,32,0.0013548732,NONE_STR,28,32,5.054474e-05,28,32,-0.0013043284,,,,
1433,,,,,28,33,0.0018521547,NONE_STR,28,33,0.015260935,28,33,0.01340878,,,,
1434,,,,,28,34,0.0017462373,NONE_STR,28,34,0.0074162483,28,34,0.005670011,,,,
1435,,,,,28,35,0.0013149381,NONE_STR,28,35,0.0006353855,28,35,-0.00067955256,,,,
1436,,,,,28,36,0.0014036298,NONE_STR,28,36,3.3020973e-05,28,36,-0.0013706088,,,,
1437,,,,,28,37,0.00374341,NONE_STR,28,37,0.03094685,28,37,0.02720344,,,,
1438,,,,,28,38,0.0015552044,NONE_STR,28,38,0.00015556812,28,38,-0.0013996363,,,,
1439,,,,,28,39,0.001450479,NONE_STR,28,39,0.0005835295,28,39,-0.00086694956,,,,
1440,,,,,28,40,0.0019343495,NONE_STR,28,40,0.00013625622,28,40,-0.0017980933,,,,
1441,,,,,28,41,0.0016340613,NONE_STR,28,41,0.00087732077,28,41,-0.00075674057,,,,
1442,,,,,28,42,0.0011701584,NONE_STR,28,42,0.0004963875,28,42,-0.0006737709,,,,
1443,,,,,28,43,0.0013644099,NONE_STR,28,43,6.03199e-05,28,43,-0.00130409,,,,
1444,,,,,28,44,0.0015128255,NONE_STR,28,44,0.0007427931,28,44,-0.0007700324,,,,
1445,,,,,28,45,0.0014099479,NONE_STR,28,45,0.0015336871,28,45,0.00012373924,,,,
1446,,,,,28,46,0.0015754104,NONE_STR,28,46,0.012405336,28,46,0.010829926,,,,
1447,,,,,28,47,0.0015925169,NONE_STR,28,47,9.3877316e-05,28,47,-0.0014986396,,,,
1448,,,,,28,48,0.0017160773,NONE_STR,28,48,0.00045400858,28,48,-0.0012620687,,,,
1449,,,,,28,49,0.0017850399,NONE_STR,28,49,0.00048047304,28,49,-0.0013045669,,,,
1450,,,,,29,0,0.01919359,NONE_STR,29,0,0.00035452843,29,0,-0.018839061,,,,
1451,,,,,29,1,0.019380212,NONE_STR,29,1,0.0010762811,29,1,-0.01830393,,,,
1452,,,,,29,2,0.021257102,NONE_STR,29,2,0.00040733814,29,2,-0.020849764,,,,
1453,,,,,29,3,0.021828055,NONE_STR,29,3,0.00037539005,29,3,-0.021452665,,,,
1454,,,,,29,4,0.021724045,NONE_STR,29,4,0.000341475,29,4,-0.02138257,,,,
1455,,,,,29,5,0.019305289,NONE_STR,29,5,0.00068992376,29,5,-0.018615365,,,,
1456,,,,,29,6,0.016573966,NONE_STR,29,6,0.00047808886,29,6,-0.016095877,,,,
1457,,,,,29,7,0.014333963,NONE_STR,29,7,0.0003786087,29,7,-0.013955355,,,,
1458,,,,,29,8,0.013232946,NONE_STR,29,8,0.00049227476,29,8,-0.012740672,,,,
1459,,,,,29,9,0.0145331025,NONE_STR,29,9,0.00068849325,29,9,-0.013844609,,,,
1460,,,,,29,10,0.01633948,NONE_STR,29,10,0.0005206466,29,10,-0.015818834,,,,
1461,,,,,29,11,0.016438484,NONE_STR,29,11,0.0004389882,29,11,-0.015999496,,,,
1462,,,,,29,12,0.018962324,NONE_STR,29,12,0.035455942,29,12,0.016493618,,,,
1463,,,,,29,13,0.018937826,NONE_STR,29,13,0.010195076,29,13,-0.00874275,,,,
1464,,,,,29,14,0.018928647,NONE_STR,29,14,0.00037789345,29,14,-0.018550754,,,,
1465,,,,,29,15,0.019149065,NONE_STR,29,15,0.0010104775,29,15,-0.018138587,,,,
1466,,,,,29,16,0.020472765,NONE_STR,29,16,0.006977737,29,16,-0.013495028,,,,
1467,,,,,29,17,0.019310236,NONE_STR,29,17,0.000897944,29,17,-0.018412292,,,,
1468,,,,,29,18,0.016344845,NONE_STR,29,18,0.0010409951,29,18,-0.01530385,,,,
1469,,,,,29,19,0.018963814,NONE_STR,29,19,0.0007659793,29,19,-0.018197834,,,,
1470,,,,,29,20,0.03230083,NONE_STR,29,20,0.0006250739,29,20,-0.031675756,,,,
1471,,,,,29,21,0.027685821,NONE_STR,29,21,0.00048422813,29,21,-0.027201593,,,,
1472,,,,,29,22,0.024037898,NONE_STR,29,22,0.00030618906,29,22,-0.023731709,,,,
1473,,,,,29,23,0.027131855,NONE_STR,29,23,0.00043225288,29,23,-0.026699603,,,,
1474,,,,,29,24,0.029144883,NONE_STR,29,24,0.0064080954,29,24,-0.022736788,,,,
1475,,,,,29,25,0.024696171,NONE_STR,29,25,0.00083881617,29,25,-0.023857355,,,,
1476,,,,,29,26,0.024411857,NONE_STR,29,26,0.0010271072,29,26,-0.02338475,,,,
1477,,,,,29,27,0.03696686,NONE_STR,29,27,0.0003954172,29,27,-0.036571443,,,,
1478,,,,,29,28,0.01912117,NONE_STR,29,28,0.00059223175,29,28,-0.018528938,,,,
1479,,,,,29,29,0.02116692,NONE_STR,29,29,0.008907139,29,29,-0.012259781,,,,
1480,,,,,29,30,0.029924452,NONE_STR,29,30,0.00062161684,29,30,-0.029302835,,,,
1481,,,,,29,31,0.021292925,NONE_STR,29,31,0.00081032515,29,31,-0.0204826,,,,
1482,,,,,29,32,0.020871162,NONE_STR,29,32,0.00038051605,29,32,-0.020490646,,,,
1483,,,,,29,33,0.022377789,NONE_STR,29,33,0.015925705,29,33,-0.0064520836,,,,
1484,,,,,29,34,0.021874785,NONE_STR,29,34,0.007914484,29,34,-0.013960302,,,,
1485,,,,,29,35,0.020474374,NONE_STR,29,35,0.0005825162,29,35,-0.019891858,,,,
1486,,,,,29,36,0.020711184,NONE_STR,29,36,0.00043022633,29,36,-0.020280957,,,,
1487,,,,,29,37,0.027193725,NONE_STR,29,37,0.032463312,29,37,0.005269587,,,,
1488,,,,,29,38,0.022130549,NONE_STR,29,38,0.00052666664,29,38,-0.021603882,,,,
1489,,,,,29,39,0.019896865,NONE_STR,29,39,0.0007106066,29,39,-0.019186258,,,,
1490,,,,,29,40,0.019718707,NONE_STR,29,40,0.0003761649,29,40,-0.019342542,,,,
1491,,,,,29,41,0.020441055,NONE_STR,29,41,0.00095546246,29,41,-0.019485593,,,,
1492,,,,,29,42,0.02006495,NONE_STR,29,42,0.0007405877,29,42,-0.019324362,,,,
1493,,,,,29,43,0.02047968,NONE_STR,29,43,0.00036233664,29,43,-0.020117342,,,,
1494,,,,,29,44,0.02130282,NONE_STR,29,44,0.0012201667,29,44,-0.020082653,,,,
1495,,,,,29,45,0.022136092,NONE_STR,29,45,0.002152443,29,45,-0.01998365,,,,
1496,,,,,29,46,0.0222646,NONE_STR,29,46,0.01286751,29,46,-0.0093970895,,,,
1497,,,,,29,47,0.021859705,NONE_STR,29,47,0.00036352873,29,47,-0.021496177,,,,
1498,,,,,29,48,0.0216555,NONE_STR,29,48,0.0005828738,29,48,-0.021072626,,,,
1499,,,,,29,49,0.022289515,NONE_STR,29,49,0.0006645918,29,49,-0.021624923,,,,
1500,,,,,30,0,0.00076663494,NONE_STR,30,0,7.003546e-05,30,0,-0.0006965995,,,,
1501,,,,,30,1,0.0007404089,NONE_STR,30,1,0.00022619963,30,1,-0.00051420927,,,,
1502,,,,,30,2,0.00079005957,NONE_STR,30,2,6.169081e-05,30,2,-0.00072836876,,,,
1503,,,,,30,3,0.0008235574,NONE_STR,30,3,6.467104e-05,30,3,-0.00075888634,,,,
1504,,,,,30,4,0.00085520744,NONE_STR,30,4,6.353855e-05,30,4,-0.0007916689,,,,
1505,,,,,30,5,0.0007709265,NONE_STR,30,5,0.00011855364,30,5,-0.00065237284,,,,
1506,,,,,30,6,0.000764668,NONE_STR,30,6,0.00032830238,30,6,-0.0004363656,,,,
1507,,,,,30,7,0.0007802248,NONE_STR,30,7,6.341934e-05,30,7,-0.00071680546,,,,
1508,,,,,30,8,0.0007905364,NONE_STR,30,8,6.943941e-05,30,8,-0.000721097,,,,
1509,,,,,30,9,0.0007623434,NONE_STR,30,9,5.6684017e-05,30,9,-0.0007056594,,,,
1510,,,,,30,10,0.00076699257,NONE_STR,30,10,0.00043702126,30,10,-0.0003299713,,,,
